Produkttyp;ISIN;Basiswert;Rückzahlungstermin;Geld;Brief;(Maßgebliche) Rendite p.a.;(Maßgeblicher) Sicherheitspuffer;(Mögliche) nächste Zahlung;Währung;ETF-Liefermöglichkeit;Besonderheit bei Rückzahlungsbeträgen;Nachhaltigkeit
Aktien-Anleihe;DE000LB2UMW6;Royal Dutch Shell;23.09.2022 00:00:00;101,70;101,80;5,39 %;16,08 %;6,60 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UMU0;Nokia;23.09.2022 00:00:00;96,64;96,84;7,75 %;12,37 %;5,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMP0;Zalando;26.08.2022 00:00:00;94,31;94,51;6,82 %;23,55 %;2,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UML9;Vonovia;26.08.2022 00:00:00;98,22;98,42;4,53 %;10,88 %;3,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UMG9;Volkswagen;26.08.2022 00:00:00;101,19;101,29;2,16 %;33,53 %;3,05 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UM81;thyssenkrupp;26.08.2022 00:00:00;101,06;101,16;8,58 %;26,94 %;9,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM40;Südzucker;26.08.2022 00:00:00;101,24;101,34;2,82 %;21,72 %;3,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UM08;Siemens;26.08.2022 00:00:00;98,82;98,92;4,22 %;12,49 %;3,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULV0;SAP;26.08.2022 00:00:00;98,07;98,17;4,71 %;11,82 %;3,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULN7;ProSiebenSat.1 Media;26.08.2022 00:00:00;102,06;102,26;5,15 %;29,33 %;6,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2ULA4;MTU Aero Engines;26.08.2022 00:00:00;98,48;98,68;5,57 %;21,32 %;4,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL58;L'Oreal;26.08.2022 00:00:00;99,56;99,66;2,84 %;14,22 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL25;Linde;26.08.2022 00:00:00;99,55;99,65;3,86 %;11,85 %;3,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UL17;Linde;26.08.2022 00:00:00;99,64;99,74;2,79 %;16,75 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQK2;adidas;25.03.2022 00:00:00;100,23;100,33;4,66 %;15,20 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USV5;HOCHTIEF;25.03.2022 00:00:00;97,67;97,87;4,84 %;18,75 %;2,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQX5;AXA;25.03.2022 00:00:00;101,72;101,82;4,20 %;18,37 %;6,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US28;Deutsche Post;25.03.2022 00:00:00;98,99;99,09;2,63 %;20,85 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US85;Deutsche Wohnen;25.03.2022 00:00:00;97,49;97,69;5,28 %;8,86 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT35;Infineon;25.03.2022 00:00:00;101,28;101,38;6,77 %;13,89 %;8,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUW9;Carl Zeiss Meditec;25.04.2022 00:00:00;96,79;96,99;8,61 %;3,46 %;5,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUX7;Linde;25.04.2022 00:00:00;99,05;99,15;2,36 %;19,20 %;1,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUL2;Südzucker;25.03.2022 00:00:00;100,63;100,73;3,48 %;17,88 %;4,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUH0;Societe Generale;25.03.2022 00:00:00;103,36;103,46;1,68 %;40,25 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU65;Royal Dutch Shell;25.03.2022 00:00:00;102,09;102,19;6,17 %;14,30 %;8,40 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTZ4;Porsche;25.03.2022 00:00:00;102,55;102,76;2,33 %;24,68 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTW1;Philips;25.03.2022 00:00:00;98,89;98,99;3,03 %;15,81 %;2,05 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTU5;Orange;25.03.2022 00:00:00;100,08;100,18;2,42 %;18,24 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTR1;Nokia;25.03.2022 00:00:00;98,84;99,04;10,93 %;6,33 %;10,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTL4;MünchenerRück;25.03.2022 00:00:00;100,58;100,68;1,10 %;30,04 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTK6;Morphosys;25.03.2022 00:00:00;94,24;94,44;11,32 %;-1,92 %;7,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTH2;Morphosys;25.03.2022 00:00:00;96,25;96,45;6,60 %;16,07 %;3,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTE9;LVMH;25.03.2022 00:00:00;98,80;98,90;5,88 %;8,55 %;4,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTA7;LANXESS;25.03.2022 00:00:00;100,01;100,21;2,39 %;26,61 %;2,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT43;ING;25.03.2022 00:00:00;101,87;101,97;0,49 %;46,28 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USP7;Hannover Rück;25.03.2022 00:00:00;100,31;100,51;4,19 %;14,47 %;4,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USK8;Fresenius M.C.;25.03.2022 00:00:00;100,40;100,50;1,32 %;25,03 %;1,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR86;Bechtle;25.03.2022 00:00:00;96,92;97,12;8,92 %;7,23 %;6,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQR7;Allianz;25.03.2022 00:00:00;100,68;100,78;3,23 %;17,42 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUP3;Volkswagen;25.03.2022 00:00:00;101,59;101,69;3,49 %;24,86 %;5,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUE7;Siemens;25.03.2022 00:00:00;98,80;98,90;4,32 %;14,05 %;3,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU73;RWE;25.03.2022 00:00:00;99,19;99,29;3,03 %;25,02 %;2,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UU57;Royal Dutch Shell;25.03.2022 00:00:00;101,62;101,72;3,66 %;23,17 %;5,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTP5;Nokia;25.03.2022 00:00:00;99,84;100,04;4,00 %;24,46 %;4,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USW3;HOCHTIEF;25.03.2022 00:00:00;96,80;97,00;8,03 %;9,28 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USM4;Fresenius M.C.;25.03.2022 00:00:00;100,54;100,64;4,36 %;12,83 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2USL6;Fresenius M.C.;25.03.2022 00:00:00;100,49;100,59;2,67 %;18,93 %;3,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2US93;E.ON;25.03.2022 00:00:00;99,38;99,48;2,50 %;19,53 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URX3;Deutsche Bank;25.03.2022 00:00:00;102,61;102,76;2,92 %;36,36 %;5,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URD5;BMW;25.03.2022 00:00:00;100,49;100,59;2,43 %;23,08 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQY3;Banco Santander;25.03.2022 00:00:00;99,94;100,04;3,95 %;28,99 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQT3;ArcelorMittal;25.03.2022 00:00:00;100,36;100,46;5,03 %;31,49 %;5,50 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUC1;SAP;25.03.2022 00:00:00;96,78;96,88;8,77 %;2,02 %;5,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV15;Telefonica;25.04.2022 00:00:00;97,32;97,52;7,54 %;16,24 %;5,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV23;Telefonica;25.04.2022 00:00:00;96,62;96,82;10,65 %;7,72 %;7,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUU3;Carl Zeiss Meditec;25.04.2022 00:00:00;98,06;98,26;3,72 %;19,55 %;2,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUS7;Vonovia;25.03.2022 00:00:00;98,50;98,70;4,87 %;9,37 %;3,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUM0;Unilever;25.03.2022 00:00:00;99,09;99,19;3,03 %;14,45 %;2,25 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UU81;RWE;25.03.2022 00:00:00;98,16;98,26;6,48 %;13,85 %;4,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UT84;K+S;25.03.2022 00:00:00;98,16;98,31;9,04 %;18,81 %;7,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTT7;OMV;25.03.2022 00:00:00;102,06;102,26;3,78 %;21,52 %;6,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV07;Telefonica;25.04.2022 00:00:00;98,52;98,72;3,15 %;31,86 %;2,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU08;Porsche;25.03.2022 00:00:00;103,39;103,60;4,24 %;17,14 %;7,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTM2;MünchenerRück;25.03.2022 00:00:00;100,92;101,02;2,51 %;21,81 %;3,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTG4;Merck;25.03.2022 00:00:00;98,14;98,24;5,59 %;7,10 %;3,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTD1;LVMH;25.03.2022 00:00:00;99,02;99,12;4,15 %;14,27 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT68;ING;25.03.2022 00:00:00;104,02;104,12;3,99 %;26,34 %;8,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USY9;HUGO BOSS;25.03.2022 00:00:00;102,09;102,29;1,31 %;32,99 %;3,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USQ5;HeidelbergCement;25.03.2022 00:00:00;101,36;101,46;1,35 %;31,28 %;2,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USH4;Fresenius;25.03.2022 00:00:00;100,90;101,00;3,17 %;16,76 %;4,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2USC5;Enel;25.03.2022 00:00:00;98,25;98,35;4,92 %;13,93 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USB7;E.ON;25.03.2022 00:00:00;98,78;98,88;6,35 %;7,10 %;5,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US77;Deutsche Telekom;25.03.2022 00:00:00;100,50;100,60;4,05 %;8,52 %;4,65 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2US36;Deutsche Post;25.03.2022 00:00:00;98,73;98,83;4,54 %;13,54 %;3,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URY1;Deutsche Bank;25.03.2022 00:00:00;103,47;103,62;4,27 %;28,53 %;7,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URU9;Daimler;25.03.2022 00:00:00;99,42;99,52;7,60 %;9,43 %;7,15 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URL8;Continental;25.03.2022 00:00:00;99,30;99,50;3,83 %;24,31 %;3,35 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URG8;Carrefour;25.03.2022 00:00:00;99,55;99,75;4,23 %;15,05 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UR78;Bechtle;25.03.2022 00:00:00;97,65;97,85;5,93 %;16,83 %;3,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR03;BASF;25.03.2022 00:00:00;99,35;99,45;3,53 %;18,80 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQN6;Airbus;25.03.2022 00:00:00;100,31;100,41;6,36 %;17,47 %;6,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQL0;adidas;25.03.2022 00:00:00;100,16;100,26;6,21 %;10,00 %;6,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUV1;Carl Zeiss Meditec;25.04.2022 00:00:00;97,42;97,62;6,18 %;10,70 %;4,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV56;Total;25.04.2022 00:00:00;101,95;102,05;4,45 %;21,89 %;6,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV31;Total;25.04.2022 00:00:00;101,26;101,36;1,79 %;34,90 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUZ2;Linde;25.04.2022 00:00:00;98,32;98,42;5,78 %;6,95 %;4,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUT5;Wacker Chemie;25.03.2022 00:00:00;96,22;96,42;7,61 %;20,97 %;4,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUR9;Vonovia;25.03.2022 00:00:00;98,84;99,04;3,28 %;14,68 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUN8;Vinci;25.03.2022 00:00:00;99,65;99,85;5,13 %;16,20 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUK4;Südzucker;25.03.2022 00:00:00;100,21;100,31;2,05 %;24,79 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUF4;Siemens;25.03.2022 00:00:00;98,45;98,55;6,89 %;6,24 %;5,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUA5;Sanofi;25.03.2022 00:00:00;98,30;98,40;3,45 %;11,89 %;1,90 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUB3;SAP;25.03.2022 00:00:00;97,83;97,93;4,12 %;14,76 %;2,10 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU99;RWE;25.03.2022 00:00:00;97,07;97,17;10,29 %;4,28 %;7,40 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UT92;K+S;25.03.2022 00:00:00;97,65;97,80;12,25 %;8,53 %;10,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU24;ProSiebenSat.1 Media;25.03.2022 00:00:00;100,28;100,48;4,96 %;29,33 %;5,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UU16;ProSiebenSat.1 Media;25.03.2022 00:00:00;99,96;100,16;2,19 %;42,29 %;2,35 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTY7;Porsche;25.03.2022 00:00:00;101,57;101,77;0,87 %;32,21 %;2,55 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UTS9;OMV;25.03.2022 00:00:00;101,24;101,44;1,62 %;32,91 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTQ3;Nokia;25.03.2022 00:00:00;99,31;99,51;7,21 %;15,40 %;6,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTN0;MünchenerRück;25.03.2022 00:00:00;101,15;101,25;3,42 %;17,70 %;4,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTJ8;Morphosys;25.03.2022 00:00:00;95,24;95,44;9,69 %;7,07 %;5,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UTB5;LANXESS;25.03.2022 00:00:00;99,95;100,15;4,29 %;18,46 %;4,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT50;ING;25.03.2022 00:00:00;102,96;103,06;2,20 %;35,20 %;5,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT27;Infineon;25.03.2022 00:00:00;101,10;101,20;4,31 %;22,22 %;5,50 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT19;Infineon;25.03.2022 00:00:00;100,92;101,02;2,26 %;30,56 %;3,25 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UT01;HUGO BOSS;25.03.2022 00:00:00;103,19;103,40;4,29 %;20,23 %;7,65 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USZ6;HUGO BOSS;25.03.2022 00:00:00;102,65;102,86;2,68 %;26,61 %;5,45 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USS1;HeidelbergCement;25.03.2022 00:00:00;102,04;102,14;4,72 %;16,00 %;6,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USR3;HeidelbergCement;25.03.2022 00:00:00;101,71;101,81;2,84 %;23,64 %;4,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2USJ0;Fresenius;25.03.2022 00:00:00;100,93;101,03;4,81 %;11,12 %;5,85 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2USD3;Freenet;25.03.2022 00:00:00;98,61;98,71;3,00 %;21,06 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2US69;Deutsche Telekom;25.03.2022 00:00:00;100,52;100,62;2,50 %;13,51 %;3,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2US10;Deutsche Börse;25.03.2022 00:00:00;100,03;100,13;5,55 %;7,99 %;5,70 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URS3;Daimler;25.03.2022 00:00:00;99,42;99,52;3,66 %;24,53 %;3,20 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URT1;Daimler;25.03.2022 00:00:00;99,45;99,55;5,43 %;16,98 %;5,00 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URM6;Continental;25.03.2022 00:00:00;99,14;99,34;5,94 %;15,90 %;5,30 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URK0;Commerzbank;25.03.2022 00:00:00;99,71;99,86;10,08 %;11,60 %;10,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URB9;Bilfinger;25.03.2022 00:00:00;97,42;97,62;5,45 %;23,73 %;3,10 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2URA1;Beiersdorf;25.03.2022 00:00:00;95,71;95,81;7,10 %;-0,12 %;3,00 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UR94;Beiersdorf;25.03.2022 00:00:00;96,45;96,55;5,27 %;4,76 %;1,85 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2URE3;BMW;25.03.2022 00:00:00;100,66;100,76;4,04 %;16,08 %;4,80 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UR60;Bayer;25.03.2022 00:00:00;94,70;94,80;10,73 %;-3,75 %;8,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR52;Bayer;25.03.2022 00:00:00;95,85;95,95;9,91 %;6,23 %;5,75 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UR29;BASF;25.03.2022 00:00:00;99,22;99,32;8,25 %;4,03 %;7,60 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQZ0;BASF;25.03.2022 00:00:00;99,40;99,50;2,53 %;23,22 %;2,05 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQV9;AXA;25.03.2022 00:00:00;100,94;101,04;2,29 %;27,97 %;3,30 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UQP1;Airbus;25.03.2022 00:00:00;100,33;100,43;8,31 %;11,29 %;8,80 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UQH8;adidas;25.03.2022 00:00:00;100,15;100,25;1,51 %;29,04 %;1,75 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UV49;Total;25.04.2022 00:00:00;101,45;101,55;2,99 %;28,39 %;4,40 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUY5;Linde;25.04.2022 00:00:00;98,68;98,78;4,25 %;11,85 %;3,15 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUQ1;Volkswagen;25.03.2022 00:00:00;102,04;102,14;5,45 %;17,93 %;7,60 %;EUR;;;Basic (nicht nachhaltig)
Aktien-Anleihe;DE000LB2UUJ6;Societe Generale;25.03.2022 00:00:00;104,52;104,62;3,67 %;29,56 %;8,20 %;EUR;;;ESG (nachhaltig)
Aktien-Anleihe;DE000LB2UUG2;Siemens Healthineers;25.03.2022 00:00:00;98,12;98,32;3,84 %;6,17 %;2,20 %;EUR;;;Basic (nicht nachhaltig)
